stress_label,emotion_labels,dominant_emotion,recommendation_text
severe,"guilt, helplessness",guilt,"Ask someone to stay with you or remain on the phone until the intensity comes down."
severe,"guilt, anxiety",guilt,"Keep your focus on safety and connection first; reflection can come later."
severe,"guilt, despair",guilt,"If you feel at risk, contact urgent professional or emergency support immediately."
low,"serenity, balance",serenity,"Protect this steady mood by keeping your day simple and choosing one task that feels worthwhile."
low,"serenity, appreciation",serenity,"Let the calm continue by slowing down, noticing what helps, and avoiding unnecessary pressure."
low,"serenity, confidence",serenity,"Use your stable energy to make quiet progress on something important without rushing."
low,"serenity, ease",serenity,"Keep your environment peaceful and allow yourself to move through the day at a comfortable pace."
low,"serenity, trust",serenity,"Rely on steady habits today and let consistency do more for you than intensity."
low,"serenity, softness",serenity,"Give yourself room to breathe, enjoy a lighter rhythm, and avoid taking on extra strain."
low,"serenity, focus",serenity,"This is a good moment to handle a simple priority with care and attention."
low,"serenity, patience",serenity,"Stay grounded and keep expectations moderate so your calm does not turn into pressure."
low,"serenity, openness",serenity,"Welcome new ideas gently, but keep enough quiet space to stay balanced."
low,"serenity, relief",serenity,"Use the lighter mood to recover well and strengthen routines that support your peace."
low,"acceptance, calm",acceptance,"Practice allowing things to be as they are today while giving your energy only to what matters."
low,"acceptance, balance",acceptance,"Release the urge to over-control and focus on one practical action you can complete calmly."
low,"acceptance, reflection",acceptance,"Let your thoughts settle before making plans and choose what feels manageable."
low,"acceptance, patience",acceptance,"Give yourself permission to move slowly and avoid turning a small issue into a bigger one."
low,"acceptance, trust",acceptance,"Lean into what is steady in your life and let that guide your next step."
low,"acceptance, gratitude",acceptance,"Notice what is already enough today and build your choices around that grounded feeling."
low,"acceptance, clarity",acceptance,"Keep things straightforward and let your day be shaped by a few realistic priorities."
low,"acceptance, humility",acceptance,"You do not need to perfect everything; let good enough carry you through the day."
low,"acceptance, softness",acceptance,"Meet yourself kindly today and lower any pressure that is not truly necessary."
low,"acceptance, ease",acceptance,"Choose comfort, simplicity, and steady habits over trying to optimize every moment."
low,"interest, curiosity",interest,"Follow your curiosity in a small way today, but keep enough structure so you do not get scattered."
low,"interest, calm",interest,"Use your interest as motivation for one focused task and let the rest of the day stay balanced."
low,"interest, optimism",interest,"Explore what feels engaging and keep your expectations light and enjoyable."
low,"interest, focus",interest,"This is a good time to learn something new in short, manageable steps."
low,"interest, hope",interest,"Try one new action that feels promising without pressuring yourself for a big outcome."
low,"interest, confidence",interest,"Channel your attention into a useful project and enjoy the momentum without overextending."
low,"interest, wonder",interest,"Let what fascinates you bring energy to the day while still leaving room for rest."
low,"interest, patience",interest,"Stay curious without needing instant answers or quick results."
low,"interest, balance",interest,"Engage your mind, but pause often enough to keep the day calm and sustainable."
low,"interest, appreciation",interest,"Notice what naturally draws your attention and let it guide one meaningful step."
low,"satisfaction, calm",satisfaction,"Allow yourself to enjoy small progress and resist the urge to create new pressure."
low,"satisfaction, gratitude",satisfaction,"Take a moment to appreciate what has gone well and keep your routine steady."
low,"satisfaction, relief",satisfaction,"Use this sense of completion to rest a little and reset before doing more."
low,"satisfaction, confidence",satisfaction,"Trust your recent effort and continue with another small, realistic step."
low,"satisfaction, ease",satisfaction,"Let enough be enough today and avoid filling your time just to stay busy."
low,"satisfaction, clarity",satisfaction,"Keep working from a place of steadiness and focus on what truly matters next."
low,"satisfaction, patience",satisfaction,"Build on your progress slowly instead of turning success into new pressure."
low,"satisfaction, balance",satisfaction,"Protect your equilibrium by keeping the rest of the day uncomplicated."
low,"satisfaction, trust",satisfaction,"Let the good feeling remind you that steady effort is already moving you forward."
low,"satisfaction, contentment",satisfaction,"Enjoy the calm reward of progress and give yourself space to simply maintain it."
low,"hope, calm",hope,"Support your hopeful mood with one practical action that moves you gently in the right direction."
low,"hope, trust",hope,"Keep faith in gradual progress and avoid measuring success too quickly."
low,"hope, reflection",hope,"Think about what feels possible and turn it into a small, clear next step."
low,"hope, gratitude",hope,"Balance hope with realism by appreciating current supports while planning ahead."
low,"hope, patience",hope,"Let the future feel open without pressuring yourself to solve everything today."
low,"hope, confidence",hope,"Use the positive outlook to start something manageable and meaningful."
low,"hope, curiosity",hope,"Stay open to new possibilities and test one idea without overcommitting."
low,"hope, clarity",hope,"Write down one encouraging goal for today and keep the rest simple."
low,"hope, steadiness",hope,"Hold onto what feels promising and support it through routine and rest."
low,"hope, relief",hope,"Let this lighter outlook help you recover and reconnect with what matters."
low,"reserve, calm",reserve,"If you feel quiet and inward, keep the day gentle and avoid overloading yourself socially."
low,"reserve, reflection",reserve,"A quiet mood can be useful today; think things through and choose only one or two priorities."
low,"reserve, patience",reserve,"Honor your need for space and let your actions stay simple and measured."
low,"reserve, caution",reserve,"Move carefully without turning caution into overthinking; one step is enough for now."
low,"reserve, clarity",reserve,"Use your quieter energy to organize your thoughts and simplify your plans."
low,"reserve, ease",reserve,"Give yourself enough room to breathe and do not force extra engagement."
low,"reserve, trust",reserve,"You can move gently and still make progress; not every day needs high energy."
low,"reserve, gratitude",reserve,"Keep close to what feels safe and supportive while you move at your own pace."
low,"reserve, balance",reserve,"Protect your calm by saying no to unnecessary noise or pressure today."
low,"reserve, softness",reserve,"Choose low-demand tasks and let quiet be restorative instead of something to fix."
medium,"restlessness, unease",restlessness,"Slow down and give your energy one clear direction so it does not scatter across too many things."
medium,"restlessness, frustration",restlessness,"Take a short movement break, then return with a smaller and more realistic plan."
medium,"restlessness, impatience",restlessness,"Do not force speed today; steady progress will help more than repeated rushing."
medium,"restlessness, worry",restlessness,"Your mind may want to jump ahead, so anchor yourself in the next concrete action only."
medium,"restlessness, tension",restlessness,"Reduce stimulation for a while and let your body settle before taking on more."
medium,"restlessness, confusion",restlessness,"If you feel mentally busy but unproductive, write down tasks and choose just one."
medium,"restlessness, fatigue",restlessness,"Some of this agitation may be tiredness, so rest briefly before pushing yourself further."
medium,"restlessness, disappointment",restlessness,"Channel the unsettled energy into a practical task instead of replaying what went wrong."
medium,"restlessness, self-doubt",restlessness,"Do one manageable action to rebuild trust in yourself instead of waiting to feel fully ready."
medium,"restlessness, sadness",restlessness,"Balance the inner agitation with something grounding like a walk, stretching, or quiet music."
medium,"self_doubt, insecurity",self_doubt,"Speak to yourself more fairly today and focus on evidence of effort rather than imagined failure."
medium,"self_doubt, anxiety",self_doubt,"Pick one task you can complete successfully and let that create momentum and reassurance."
medium,"self_doubt, embarrassment",self_doubt,"Do not build your identity around one uncomfortable moment; return to what you can do next."
medium,"self_doubt, confusion",self_doubt,"If you are questioning everything, pause and ask what is actually true versus feared."
medium,"self_doubt, sadness",self_doubt,"Treat yourself with the same patience you would offer someone else who feels uncertain."
medium,"self_doubt, comparison",self_doubt,"Step away from comparing your path to others and focus on your own next improvement."
medium,"self_doubt, fatigue",self_doubt,"Exhaustion can distort confidence, so rest first and reassess later."
medium,"self_doubt, worry",self_doubt,"Write down one strength, one recent success, and one next step to create balance."
medium,"self_doubt, frustration",self_doubt,"Let mistakes become information instead of proof that you are failing."
medium,"self_doubt, guilt",self_doubt,"Be accountable where needed, but do not let self-criticism take over the whole day."
medium,"irritation, tension",irritation,"Notice the buildup early and create a little space before small annoyances turn into conflict."
medium,"irritation, impatience",irritation,"Lower your expectations for speed today and choose a slower response on purpose."
medium,"irritation, anxiety",irritation,"A keyed-up body can make everything feel more annoying, so calm your system before reacting."
medium,"irritation, fatigue",irritation,"Protect your energy and rest where possible because tiredness may be amplifying your reactions."
medium,"irritation, disappointment",irritation,"Name what is bothering you clearly and respond to the real issue instead of snapping broadly."
medium,"irritation, overwhelm",irritation,"Reduce inputs, pause notifications, and give yourself a quieter environment for a while."
medium,"irritation, confusion",irritation,"Clarify misunderstandings slowly instead of reacting from assumptions."
medium,"irritation, sadness",irritation,"There may be hurt under the irritation, so check what you actually need right now."
medium,"irritation, worry",irritation,"Pause before difficult conversations and decide what outcome you are actually aiming for."
medium,"irritation, self_doubt",irritation,"Do not turn your discomfort inward or outward too quickly; slow down and simplify."
medium,"discouragement, sadness",discouragement,"Take the pressure off and choose one very achievable task so the day does not feel lost."
medium,"discouragement, fatigue",discouragement,"Rest a little before deciding what this feeling means; tiredness often deepens discouragement."
medium,"discouragement, self_doubt",discouragement,"Remind yourself that slow progress still counts and start with something small."
medium,"discouragement, worry",discouragement,"Do not predict the future from one difficult moment; focus on what can still be done today."
medium,"discouragement, frustration",discouragement,"Shift your goal from perfect results to simply staying engaged with one step."
medium,"discouragement, loneliness",discouragement,"Let someone know you are feeling low and allow even a small amount of support in."
medium,"discouragement, confusion",discouragement,"If you feel stuck, ask for guidance instead of carrying the uncertainty alone."
medium,"discouragement, guilt",discouragement,"Be gentle with yourself and separate feeling behind from actually being unable to improve."
medium,"discouragement, uncertainty",discouragement,"Keep your plans very modest today and let consistency matter more than motivation."
medium,"discouragement, anxiety",discouragement,"Ground yourself first, then choose one action that is helpful rather than impressive."
medium,"mental_fog, confusion",mental_fog,"Reduce multitasking, write things down, and handle one simple item at a time."
medium,"mental_fog, fatigue",mental_fog,"Your mind may need rest more than effort, so pause and return with fresher attention."
medium,"mental_fog, frustration",mental_fog,"Do not mistake mental fog for failure; slow down and simplify the task."
medium,"mental_fog, worry",mental_fog,"Use a checklist to reduce strain on your attention and avoid relying on memory alone."
medium,"mental_fog, sadness",mental_fog,"Give yourself a gentler pace and lower any nonessential expectations."
medium,"mental_fog, overwhelm",mental_fog,"Cut back on inputs and create a quieter setting so your thoughts can settle."
medium,"mental_fog, self_doubt",mental_fog,"Take the next obvious step instead of waiting to feel completely clear."
medium,"mental_fog, tension",mental_fog,"Try a reset with water, stretching, or a short walk before continuing."
medium,"mental_fog, discouragement",mental_fog,"A foggy day does not define your ability; keep the goal small and practical."
medium,"mental_fog, anxiety",mental_fog,"If your thinking feels cluttered, use structure instead of force to get through the day."
medium,"social_stress, insecurity",social_stress,"After draining interactions, give yourself space to decompress before re-engaging."
medium,"social_stress, anxiety",social_stress,"Keep social expectations minimal today and choose safe, low-pressure contact if needed."
medium,"social_stress, embarrassment",social_stress,"Do not replay the interaction endlessly; return to what actually happened, not what you fear it meant."
medium,"social_stress, fatigue",social_stress,"Protect your energy by limiting extra social demands and allowing quiet recovery time."
medium,"social_stress, confusion",social_stress,"If an interaction felt unclear, wait until you are calmer before interpreting it."
medium,"social_stress, frustration",social_stress,"Set simple boundaries and do not force yourself to keep giving when you feel depleted."
medium,"social_stress, self_doubt",social_stress,"Remind yourself that one awkward moment does not erase your worth or ability to connect."
medium,"social_stress, sadness",social_stress,"Choose one supportive person over many draining interactions today."
medium,"social_stress, worry",social_stress,"Step back from overanalyzing others and focus on what helps you feel safe and steady."
medium,"social_stress, tension",social_stress,"Let your body unwind after social strain before making assumptions or decisions."
high,"dread, anxiety",dread,"Do not face the whole day at once; reduce it to the next manageable task and get support if needed."
high,"dread, fear",dread,"If a sense of dread is rising, slow your body down first and avoid feeding it with worst-case thinking."
high,"dread, overwhelm",dread,"Cancel or postpone what you can, and put your energy only into what is immediately necessary."
high,"dread, confusion",dread,"Name the specific source of dread if possible and ask for help with the parts that feel too heavy."
high,"dread, fatigue",dread,"This level of stress may be draining you deeply, so rest and support should come before productivity."
high,"dread, sadness",dread,"Stay close to safe routines and let someone know you are having a very heavy day."
high,"dread, helplessness",dread,"Do not carry severe dread alone; reach out to someone who can help you stabilize."
high,"dread, irritability",dread,"Step away from pressure and lower stimulation before this stress turns into conflict."
high,"dread, panic",dread,"If the dread feels like it is escalating fast, ground yourself and contact support right away."
high,"dread, hopelessness",dread,"Focus only on safety, support, and getting through the next short period of time."
high,"shame, sadness",shame,"Step out of isolation and tell one trusted person what is weighing on you instead of carrying it alone."
high,"shame, anxiety",shame,"Shame can distort perspective, so avoid harsh conclusions and return to facts and support."
high,"shame, fear",shame,"If you want to hide, try the opposite in a small way by reaching toward someone safe."
high,"shame, self_doubt",shame,"Speak to yourself as if you are still worthy of care, because you are, even in discomfort."
high,"shame, overwhelm",shame,"Reduce pressure now and separate what happened from global judgments about who you are."
high,"shame, guilt",shame,"If repair is needed, make one sincere step, then stop punishing yourself in circles."
high,"shame, confusion",shame,"Write down the facts before your mind turns the feeling into a larger identity story."
high,"shame, loneliness",shame,"Connection is protective here, so choose one safe person and let them know you are struggling."
high,"shame, panic",shame,"If shame is becoming unbearable, seek immediate support rather than withdrawing further."
high,"shame, hopelessness",shame,"Treat this as serious distress and get human support now instead of staying alone with it."
high,"helplessness, fear",helplessness,"Ask for help directly with the next step rather than trying to regain control all at once."
high,"helplessness, overwhelm",helplessness,"When everything feels too much, let someone help reduce the load and sort priorities."
high,"helplessness, sadness",helplessness,"Focus on one thing that can be done with support instead of everything that feels impossible."
high,"helplessness, anxiety",helplessness,"Ground yourself in what is still within reach today, even if it is very small."
high,"helplessness, confusion",helplessness,"Do not stay trapped in uncertainty; ask a trusted person to think it through with you."
high,"helplessness, fatigue",helplessness,"Your exhaustion may be deepening the sense of defeat, so pause and seek practical support."
high,"helplessness, panic",helplessness,"If you feel unable to cope alone, contact someone immediately and say so clearly."
high,"helplessness, shame",helplessness,"Needing help does not mean weakness; it means the stress is heavy and support is appropriate."
high,"helplessness, anger",helplessness,"Step away from reactive decisions and reach toward support before the feeling escalates."
high,"helplessness, hopelessness",helplessness,"Focus on safety and connection right now rather than trying to solve the whole situation."
high,"resentment, anger",resentment,"Take distance from the trigger before speaking so built-up pain does not drive the whole interaction."
high,"resentment, hurt",resentment,"Notice what boundary feels crossed and think about how to express it without exploding."
high,"resentment, frustration",resentment,"Do not rehearse the grievance repeatedly; choose one constructive action or conversation."
high,"resentment, sadness",resentment,"There may be grief under the resentment, so give that part attention too."
high,"resentment, anxiety",resentment,"Calm your body first, because a tense nervous system can intensify every slight."
high,"resentment, guilt",resentment,"If you are carrying mixed feelings, sort them out on paper before confronting anyone."
high,"resentment, confusion",resentment,"Clarify what actually happened versus what your stress is adding to the story."
high,"resentment, overwhelm",resentment,"Reduce contact with the trigger temporarily if possible and return when you are steadier."
high,"resentment, fear",resentment,"Protect your boundaries carefully and seek support if the situation feels emotionally unsafe."
high,"resentment, helplessness",resentment,"If you feel trapped and bitter, talk with someone supportive about realistic options."
high,"alienation, loneliness",alienation,"Do not let the sense of disconnection isolate you further; seek one safe point of contact today."
high,"alienation, sadness",alienation,"Focus on gentle connection rather than waiting to feel fully ready to reach out."
high,"alienation, anxiety",alienation,"If you feel out of place everywhere, anchor yourself in one familiar person or routine."
high,"alienation, confusion",alienation,"Write down what is making you feel distant and what kind of support would reduce it."
high,"alienation, hopelessness",alienation,"A strong sense of disconnection can become dangerous in isolation, so contact someone now."
high,"alienation, shame",alienation,"Do not assume you must handle this alone; being seen kindly can help more than withdrawal."
high,"alienation, fatigue",alienation,"Protect your energy, but do not disappear completely from all support."
high,"alienation, fear",alienation,"Stay near people or places that feel safer and more grounding while this passes."
high,"alienation, overwhelm",alienation,"Reduce social pressure, but keep one line of contact open with someone trustworthy."
high,"alienation, helplessness",alienation,"Ask directly for company or a check-in rather than waiting silently for relief."
very_high,"terror, panic",terror,"Get to immediate safety, contact someone now, and keep your focus only on grounding and support."
very_high,"terror, confusion",terror,"Do not try to handle severe fear alone; reach out right away and stay with simple instructions."
very_high,"terror, helplessness",terror,"Tell someone clearly that your distress is extreme and you need immediate support."
very_high,"terror, overwhelm",terror,"Reduce all stimulation, move somewhere safer, and bring another person into the situation now."
very_high,"terror, despair",terror,"If the fear feels unbearable, contact urgent mental health or emergency support immediately."
very_high,"terror, anxiety",terror,"Use short, repeated grounding steps and do not remain isolated while the intensity is this high."
very_high,"terror, sadness",terror,"Stay close to a trusted person if possible and let them help you through the immediate wave."
very_high,"terror, anger",terror,"Step away from any source of conflict or danger and prioritize physical and emotional safety."
very_high,"terror, fatigue",terror,"Your system may be overloaded; stop all demands and get live support to help you stabilize."
very_high,"terror, hopelessness",terror,"Treat this as an urgent situation and seek real-time support immediately."
very_high,"collapse, exhaustion",collapse,"You need recovery and support now, not more pressure. Stop nonessential demands and ask for help."
very_high,"collapse, overwhelm",collapse,"If you feel like you are shutting down under stress, tell someone and let them help reduce the load."
very_high,"collapse, sadness",collapse,"Keep your goals limited to safety, rest, hydration, and connection for now."
very_high,"collapse, confusion",collapse,"Do not push your mind further; simplify everything and ask another person to help you navigate next steps."
very_high,"collapse, helplessness",collapse,"This level of depletion is serious. Reach out now and do not try to carry on alone."
very_high,"collapse, anxiety",collapse,"Your body may need total slowdown, quiet, and support before anything else."
very_high,"collapse, guilt",collapse,"Set aside self-judgment and focus only on care, stabilization, and getting help."
very_high,"collapse, panic",collapse,"If you feel unable to function safely, contact urgent support or emergency care immediately."
very_high,"collapse, fear",collapse,"Move toward safety and let someone know that you are at a breaking point."
very_high,"collapse, numbness",collapse,"Even if you feel shut down, ask for human support now rather than withdrawing completely."
very_high,"agitation, panic",agitation,"Severe agitation needs immediate de-escalation: leave the trigger, lower stimulation, and contact support."
very_high,"agitation, anger",agitation,"If you feel unable to settle, prioritize safety and create distance from conflict right now."
very_high,"agitation, fear",agitation,"Strong activation can become unsafe quickly, so ground your body and get another person involved."
very_high,"agitation, confusion",agitation,"Keep instructions simple and do not make major decisions until the intensity lowers."
very_high,"agitation, overwhelm",agitation,"Cut demands sharply and ask someone to help protect your space and time."
very_high,"agitation, despair",agitation,"If the inner intensity feels unbearable, seek urgent mental health support immediately."
very_high,"agitation, guilt",agitation,"Do not turn this energy into self-punishment; seek calming support now."
very_high,"agitation, sadness",agitation,"Pause everything possible and focus on safety, grounding, and supportive presence."
very_high,"agitation, helplessness",agitation,"Tell someone you are highly activated and need help settling down."
very_high,"agitation, anxiety",agitation,"Use breathing, distance, reduced noise, and live support as your only priorities right now."
very_high,"numbness, sadness",numbness,"Even if you feel emotionally shut down, reach toward support and do not disappear into isolation."
very_high,"numbness, despair",numbness,"A numb state can still signal severe distress, so contact someone trustworthy right away."
very_high,"numbness, confusion",numbness,"Keep the next steps simple: safe place, water, rest, and a message asking for support."
very_high,"numbness, fatigue",numbness,"Your system may be overloaded. Stop pushing and let care replace performance."
very_high,"numbness, helplessness",numbness,"If you feel disconnected from everything, involve another person now rather than staying alone."
very_high,"numbness, fear",numbness,"Stay near a safe person or place and let them help anchor you in the present."
very_high,"numbness, panic",numbness,"If numbness is mixed with panic or danger thoughts, seek urgent help immediately."
very_high,"numbness, guilt",numbness,"Do not assume your emotional shutdown means nothing is wrong; support is still needed now."
very_high,"numbness, hopelessness",numbness,"Treat severe emptiness seriously and get human contact as soon as possible."
very_high,"numbness, overwhelm",numbness,"Lower all demands and focus only on safety, rest, and reaching out."
very_high,"entrapment, fear",entrapment,"If you feel trapped, tell someone immediately and ask them to help you create options and safety."
very_high,"entrapment, panic",entrapment,"Do not stay alone with a severe trapped feeling; contact urgent support right now."
very_high,"entrapment, despair",entrapment,"This state needs immediate human support. Reach out and keep contact going."
very_high,"entrapment, helplessness",entrapment,"Ask another person to help you think, plan, and stay safe through the next hours."
very_high,"entrapment, confusion",entrapment,"Your perspective may be narrowing under stress, so let someone else help widen the view."
very_high,"entrapment, anger",entrapment,"Take space from the trigger and focus on safe support instead of impulsive action."
very_high,"entrapment, sadness",entrapment,"Stay with people rather than isolating, especially if the trapped feeling is growing."
very_high,"entrapment, guilt",entrapment,"Do not carry severe self-blame and entrapment alone; contact support immediately."
very_high,"entrapment, overwhelm",entrapment,"Reduce immediate pressures and seek urgent help in sorting the situation safely."
very_high,"entrapment, hopelessness",entrapment,"If you feel there is no way out, contact crisis or emergency support now."
severe,"void, despair",void,"If everything feels empty and unbearable, seek immediate human support and do not stay alone."
severe,"void, hopelessness",void,"Treat this as urgent distress. Contact a trusted person, crisis line, or emergency service right now."
severe,"void, panic",void,"Focus only on safety and connection now. Call or message someone immediately and stay with them if possible."
severe,"void, helplessness",void,"Say clearly that you are not coping and need immediate support from a real person."
severe,"void, numbness",void,"Even if you feel shut down, get help now rather than isolating further."
severe,"void, fear",void,"Move to a safer place, reduce all stressors, and contact urgent support immediately."
severe,"void, confusion",void,"Do not try to interpret this state alone. Reach out and let someone help you stay safe."
severe,"void, sadness",void,"Nothing matters more right now than safety, support, and not being alone."
severe,"void, guilt",void,"Do not trust crushing self-judgments in severe distress. Get another person involved now."
severe,"void, overwhelm",void,"Stop everything nonessential and make emergency support your next step."
severe,"breakdown, panic",breakdown,"You need immediate care and support. Leave unsafe situations and contact someone right now."
severe,"breakdown, confusion",breakdown,"If you feel like you are breaking down, let another person know immediately and stay connected."
severe,"breakdown, despair",breakdown,"Please seek urgent professional or emergency support if the distress feels unmanageable."
severe,"breakdown, helplessness",breakdown,"Do not remain alone. Tell someone directly that you need help right now."
severe,"breakdown, anger",breakdown,"Move away from conflict, protect safety, and get live support to help you de-escalate."
severe,"breakdown, sadness",breakdown,"Basic survival care comes first now: safe place, water, breathing, and another person with you."
severe,"breakdown, fear",breakdown,"If your nervous system feels out of control, contact emergency or crisis support immediately."
severe,"breakdown, guilt",breakdown,"Set aside self-blame and focus entirely on getting support and staying safe."
severe,"breakdown, overwhelm",breakdown,"This is beyond normal coping. Stop all demands and get urgent help now."
severe,"breakdown, fatigue",breakdown,"Even if you feel too exhausted to explain, send a short message asking for immediate help."
severe,"extreme_isolation, loneliness",extreme_isolation,"Do not stay cut off right now. Contact someone immediately and ask them to stay connected with you."
severe,"extreme_isolation, despair",extreme_isolation,"Severe isolation can become dangerous quickly, so seek live human support now."
severe,"extreme_isolation, hopelessness",extreme_isolation,"Your next step should be connection, not silence. Call, text, or go to someone safe immediately."
severe,"extreme_isolation, fear",extreme_isolation,"If you feel alone and unsafe inside your thoughts, get another person involved right away."
severe,"extreme_isolation, guilt",extreme_isolation,"Do not let shame keep you silent. Reach out now, even with a very short message."
severe,"extreme_isolation, panic",extreme_isolation,"Stay with someone if possible and contact emergency support if you feel at risk."
severe,"extreme_isolation, confusion",extreme_isolation,"You do not need to explain everything perfectly; just signal that you need help now."
severe,"extreme_isolation, sadness",extreme_isolation,"Connection is urgent at this level, so move toward people, not away from them."
severe,"extreme_isolation, numbness",extreme_isolation,"Even if you feel detached, seek immediate contact and support."
severe,"extreme_isolation, overwhelm",extreme_isolation,"Reduce all pressure and make reaching another person your only immediate task."
severe,"terror, helplessness",terror,"If fear feels extreme and uncontrollable, contact emergency or crisis support now."
severe,"terror, despair",terror,"Get to safety and tell someone immediately that you need urgent help."
severe,"terror, panic",terror,"Do not stay alone with severe terror. Reach out now and remain with support."
severe,"terror, confusion",terror,"Keep your next actions simple and urgent: safe place, breathing, call for help."
severe,"terror, sadness",terror,"You need protection and care right now, not isolation or pressure."
severe,"terror, guilt",terror,"Do not let self-blame keep you silent during severe distress. Contact someone immediately."
severe,"terror, overwhelm",terror,"Stop all nonessential activity and seek direct human support right away."
severe,"terror, anger",terror,"If you feel highly reactive and terrified, create distance from danger and get help now."
severe,"terror, fatigue",terror,"Even if exhausted, do not try to ride this out alone. Reach toward urgent support."
severe,"terror, hopelessness",terror,"If it feels unbearable, contact emergency or crisis resources immediately."
severe,"collapse, helplessness",collapse,"Severe shutdown under stress needs immediate care. Tell someone and let them help you now."
severe,"collapse, despair",collapse,"Please seek urgent support rather than trying to continue alone in this state."
severe,"collapse, confusion",collapse,"Do not force yourself to function normally right now. Focus on safety and contact."
severe,"collapse, panic",collapse,"If you feel unable to cope or stay safe, contact emergency or crisis support immediately."
severe,"collapse, sadness",collapse,"Let others help carry what you cannot manage today. Reach out now."
severe,"collapse, numbness",collapse,"Even if you feel empty or frozen, support is still urgently needed."
severe,"collapse, guilt",collapse,"Release self-blame for now and put all energy into getting help and stabilization."
severe,"collapse, fear",collapse,"Move to a safer, calmer place and contact someone who can stay with you."
severe,"collapse, overwhelm",collapse,"Nothing is more important right now than reducing pressure and getting support."
severe,"collapse, fatigue",collapse,"If you are at a breaking point, send a short urgent message and do not remain alone."
low,"tranquility, steadiness",tranquility,"Keep the day light and stable, and use this calm to finish one simple task with care."
low,"tranquility, appreciation",tranquility,"Protect your peace by keeping your schedule uncluttered and your expectations gentle."
low,"tranquility, optimism",tranquility,"Let your calm mood support quiet progress instead of pushing for too much at once."
low,"tranquility, security",tranquility,"Stay close to the routines that help you feel grounded and avoid unnecessary urgency."
low,"tranquility, patience",tranquility,"Move at a measured pace today and trust that small consistent steps are enough."
low,"tranquility, warmth",tranquility,"Choose a soothing environment and let comfort guide the way you structure your day."
low,"tranquility, focus",tranquility,"Use this clear state to complete one meaningful priority and then allow yourself to rest."
low,"tranquility, relief",tranquility,"This is a good time to recharge and reinforce habits that keep your stress low."
low,"tranquility, trust",tranquility,"Keep things simple and let your steadiness shape your decisions."
low,"tranquility, openness",tranquility,"Welcome the day as it is and stay flexible without creating extra pressure."
low,"assurance, calm",assurance,"Trust your current stability and take one practical action that supports your longer-term goals."
low,"assurance, gratitude",assurance,"Let confidence grow from what is already working rather than chasing unnecessary change."
low,"assurance, patience",assurance,"Stay steady and remember that you do not need to prove anything through speed."
low,"assurance, clarity",assurance,"Use your grounded mindset to sort priorities and keep your next step straightforward."
low,"assurance, balance",assurance,"Maintain your footing by saying yes only to what truly fits your capacity today."
low,"assurance, trust",assurance,"You can rely on simple routines and thoughtful pacing to carry the day well."
low,"assurance, ease",assurance,"Avoid overcomplicating things and let confidence come from calm follow-through."
low,"assurance, reflection",assurance,"Take a moment to notice what has improved and keep building from that stable base."
low,"assurance, contentment",assurance,"Let the sense of enough soften your day and protect you from unnecessary strain."
low,"assurance, softness",assurance,"Be kind to yourself while moving forward; steadiness matters more than intensity."
low,"playfulness, joy",playfulness,"Enjoy the lighter energy, but keep a little structure so the day stays balanced."
low,"playfulness, curiosity",playfulness,"Follow what feels fun in a healthy way and use that mood to refresh your focus."
low,"playfulness, calm",playfulness,"Let yourself be a little spontaneous while still keeping your main priorities clear."
low,"playfulness, connection",playfulness,"Share some of this good energy with someone supportive and keep the moment simple."
low,"playfulness, creativity",playfulness,"Channel the lightness into a small creative activity that keeps your mood lifted."
low,"playfulness, hope",playfulness,"Use the positive energy to begin something small rather than chasing too many ideas."
low,"playfulness, confidence",playfulness,"Enjoy your momentum without overbooking the day or stretching your energy too far."
low,"playfulness, relief",playfulness,"Let this ease help you reset and reconnect with what feels enjoyable and manageable."
low,"playfulness, ease",playfulness,"Balance fun with rest so the good mood remains sustainable."
low,"playfulness, warmth",playfulness,"Keep things gentle and pleasant today and allow yourself to enjoy small moments fully."
low,"receptiveness, calm",receptiveness,"This is a good day to listen closely, observe carefully, and act with quiet intention."
low,"receptiveness, curiosity",receptiveness,"Stay open to what you are learning, but ground your day with simple routines."
low,"receptiveness, patience",receptiveness,"Allow insight to develop naturally instead of trying to force immediate conclusions."
low,"receptiveness, trust",receptiveness,"Be open without becoming overwhelmed; choose one idea or task to focus on."
low,"receptiveness, clarity",receptiveness,"Use your openness to notice what truly matters and let distractions fall away."
low,"receptiveness, gratitude",receptiveness,"Notice what is supportive around you and let it shape the tone of your day."
low,"receptiveness, softness",receptiveness,"Keep your schedule spacious enough that openness still feels calm rather than draining."
low,"receptiveness, reflection",receptiveness,"A thoughtful mood can be useful now, especially if you keep expectations low and realistic."
low,"receptiveness, balance",receptiveness,"Welcome what comes up while staying anchored in your own pace and limits."
low,"receptiveness, steadiness",receptiveness,"You do not need to react quickly; thoughtful, measured responses will serve you well."
low,"fondness, warmth",fondness,"Spend a little time with people or activities that help you feel connected and emotionally safe."
low,"fondness, gratitude",fondness,"Let appreciation guide your choices today and keep your attention on what nourishes you."
low,"fondness, calm",fondness,"Protect this gentle emotional state with a peaceful environment and manageable plans."
low,"fondness, trust",fondness,"Lean toward supportive relationships and allow simple connection to strengthen your day."
low,"fondness, hope",fondness,"Carry this warmth into one kind action toward yourself or someone else."
low,"fondness, serenity",fondness,"Enjoy the softer mood without feeling the need to turn it into productivity."
